4005 11.439488 41.173279 18.508 0.016 18.522 0.009 0.20   189.0  29.2  24.1  36.7  1.1e+04  6.6e+03  1.4e+04   7.8   6.8   9.2  2.4e+03  2.0e+03  2.9e+03
4049 11.109305 41.345795 15.143 0.004 15.063 0.002 0.41  5226.8  42.7  41.8  43.6  1.6e+06  1.6e+06  1.6e+06  12.1  11.4  12.8  3.7e+05  3.7e+05  3.7e+05
4137 11.240185 41.554874 20.279 0.047 20.571 0.038 0.20   130.5   1.6 -99.0   3.0  1.0e+02 -9.9e+01  8.6e+01 -99.0 -99.0   1.9 -9.9e+01 -9.9e+01  8.0e+01
4143 11.321492 41.565617 19.591 0.030 19.683 0.020 0.20   144.0  13.4   8.9  18.7  9.6e+02  8.6e+02  2.4e+03   4.5   3.6   5.7  3.2e+02  3.2e+02  5.0e+02
4158 11.291812 41.584644 18.438 0.018 18.539 0.012 0.47   405.0   5.8   4.8   7.1  9.4e+03  7.8e+03  1.2e+04   2.8   2.5   3.2  4.7e+03  4.7e+03  4.7e+03
4161 11.282703 41.586697 19.122 0.028 19.348 0.021 0.28   387.0   2.8   1.9   4.2  4.8e+02  5.6e+02  7.0e+02   1.8   1.1   2.4  4.4e+02  5.8e+02  4.4e+02
4168 11.303496 41.638458 13.725 0.002 13.612 0.001 0.27 23350.5  65.9  65.1  66.8  4.5e+06  4.5e+06  4.5e+06  29.9  29.1  31.3  2.0e+06  2.0e+06  2.0e+06
4171 11.313883 41.603409 20.494 0.056 21.087 0.059 0.28   146.2 -99.0 -99.0 -99.0 -9.9e+01 -9.9e+01 -9.9e+01 -99.0 -99.0 -99.0 -9.9e+01 -9.9e+01 -9.9e+01
4172 11.299945 41.602016 19.992 0.045 20.332 0.037 0.29   207.0 -99.0 -99.0   1.6 -9.9e+01 -9.9e+01  2.6e+02 -99.0 -99.0 -99.0 -9.9e+01 -9.9e+01 -9.9e+01
4176 11.325066 41.605865 18.909 0.022 18.875 0.013 0.31   236.2  40.1  29.6  45.2  2.4e+04  1.8e+04  3.2e+04  10.0   8.0  14.0  5.4e+03  3.8e+03  5.4e+03
4178 11.256976 41.606045 18.968 0.021 18.538 0.010 0.20   114.8 208.2 199.9 216.4  1.2e+05  1.2e+05  1.2e+05 127.2 121.0 133.5  6.1e+04  6.1e+04  6.1e+04
4183 11.334596 41.617836 19.852 0.038 19.844 0.024 0.51   171.0  14.4   8.9  21.1  8.0e+03  7.2e+03  1.9e+04   4.7   3.7   6.4  2.7e+03  2.6e+03  4.1e+03
4186 11.208912 41.622276 19.045 0.022 18.768 0.012 0.30   243.0 128.3 116.5 140.1  7.4e+04  7.4e+04  7.4e+04  77.0  69.5  84.7  8.0e+04  6.4e+04  8.0e+04
4196 11.335087 41.641087 20.592 0.058 20.847 0.047 0.32   121.5   1.8 -99.0   4.3  1.9e+02 -9.9e+01  2.4e+02   1.1 -99.0   2.4  2.0e+02 -9.9e+01  1.5e+02
4200 11.342161 41.652607 20.083 0.044 20.309 0.034 0.47   171.0   1.6 -99.0   2.9  9.5e+02 -9.9e+01  8.1e+02 -99.0 -99.0   1.9 -9.9e+01 -9.9e+01  7.4e+02
4203 11.305017 41.662331 18.612 0.021 18.349 0.011 0.39   328.5 107.5  96.9 118.6  2.2e+05  2.2e+05  2.2e+05  65.0  59.2  71.1  1.5e+05  1.5e+05  1.8e+05
4208 11.298532 41.670822 19.817 0.037 20.000 0.027 0.38   171.0   3.5   2.0   5.6  7.9e+02  6.3e+02  1.3e+03   2.1   1.3   2.8  5.0e+02  6.6e+02  6.5e+02
4211 11.311329 41.675583 18.907 0.022 18.895 0.014 0.40   231.8  22.9  17.9  30.0  2.0e+04  2.0e+04  3.4e+04   6.6   5.5   8.1  6.3e+03  4.4e+03  7.4e+03
4214 11.306722 41.685230 18.984 0.024 18.886 0.015 0.32   362.2  55.0  46.8  66.0  3.3e+04  3.3e+04  5.1e+04  19.8  15.2  30.6  1.4e+04  1.4e+04  2.2e+04
4216 11.363416 41.686008 19.900 0.036 19.976 0.023 0.32   126.0  12.5   7.9  18.6  1.8e+03  1.4e+03  4.4e+03   4.3   3.4   5.7  6.0e+02  4.1e+02  9.4e+02
4218 11.334953 41.696037 18.489 0.020 18.290 0.011 0.38   625.5  83.7  76.3  91.5  1.6e+05  1.6e+05  1.8e+05  51.5  44.9  56.2  1.2e+05  8.5e+04  1.5e+05
4220 11.667866 41.695312 18.965 0.020 18.889 0.011 0.10   166.5  60.0  50.1  68.8  7.9e+03  6.4e+03  9.9e+03  23.3  17.6  33.8  2.6e+03  2.6e+03  4.3e+03
4222 11.405378 41.704861 20.711 0.063 20.945 0.050 0.26   123.8   2.7   1.2   6.4  9.4e+01  1.4e+02  2.3e+02   1.7 -99.0   2.9  8.6e+01 -9.9e+01  1.2e+02
4228 11.420429 41.714180 19.438 0.029 19.435 0.019 0.16   193.5  38.0  25.5  46.2  4.6e+03  3.4e+03  6.2e+03   9.4   7.0  14.6  9.2e+02  6.4e+02  1.0e+03
4230 11.408016 41.718231 18.742 0.022 18.821 0.015 0.52   517.5   5.8   4.5   7.4  1.0e+04  8.7e+03  1.4e+04   2.8   2.5   3.3  5.2e+03  4.0e+03  5.2e+03
4235 11.437600 41.725513 17.972 0.014 17.643 0.007 0.30   564.8 152.8 145.4 160.2  6.2e+05  2.0e+05  6.2e+05  93.2  88.2  98.3  2.6e+05  2.6e+05  3.0e+05
4236 11.357932 41.723061 19.929 0.036 19.959 0.022 0.26   117.0  22.2  15.0  36.0  2.8e+03  2.8e+03  6.2e+03   6.4   4.8   9.0  5.9e+02  3.8e+02  1.2e+03
