alpha	r	x1_mom0	x1_mom1	x1_mom2	x2_mom0	x2_mom1	x2_mom2	x3_mom0	x3_mom1	x3_mom2
180	30348	0.38366	-295.134	11.3946	0.29747	-250.783	5.7139	0.29747	-250.783	5.7139
180	30564	0.390528	-291.341	11.2836	0.328292	-249.469	5.4447	0.328292	-249.469	5.4447
180	30780	0.39592	-290.844	11.161	0.36749	-249.105	5.34213	0.36749	-249.105	5.34213
180	30996	0.38995	-292.956	10.8262	0.384	-249.673	5.29033	0.384	-249.673	5.29033
180	31212	0.393365	-293.662	10.6774	0.40373	-250.55	5.42878	0.40373	-250.55	5.42878
180	31428	0.39657	-293.024	10.7652	0.424577	-251.254	5.16639	0.424577	-251.254	5.16639
180	31644	0.392635	-292.743	10.4364	0.430005	-252.4	5.41546	0.430005	-252.4	5.41546
180	31860	0.376375	-292.03	10.3998	0.413413	-278.497	5.38838	0.413413	-278.497	5.38838
180	32076	0.34844	-291.496	10.2006	0.37132	-280.543	5.36918	0.37132	-280.543	5.36918
180	32292	0.344835	-292.55	10.8136	0.35315	-282.318	5.24209	0.35315	-282.318	5.24209
180	32508	0.317105	-292.03	10.5185	0.307565	-277.607	5.29752	0.307565	-277.607	5.29752
180	32724	0.277615	-289.643	9.83689	0.267628	-286.424	5.60654	0.267628	-286.424	5.60654
180	32940	0.279475	-286.892	9.60394	0.27088	-282.321	5.46357	0.27088	-282.321	5.46357
180	33156	0.267235	-291.8	9.09469	0.246618	-280.467	5.46756	0.246618	-280.467	5.46756
180	33372	0.275365	-292.147	8.5864	0.265245	-278.935	5.20368	0.265245	-278.935	5.20368
180	33588	0.28683	-291.885	8.58973	0.31609	-265.848	5.27678	0.31609	-265.848	5.27678
180	33804	0.288818	-291.197	9.35315	0.334282	-261.722	5.43372	0.334282	-261.722	5.43372
180	34020	0.31163	-289.877	9.10044	0.415995	-263.159	5.37307	0.415995	-263.159	5.37307
180	34236	0.272807	-286.779	7.59113	0.37944	-264.091	5.3766	0.37944	-264.091	5.3766
180	34452	0.2515	-287.479	7.60375	0.333825	-260.536	5.76483	0.333825	-260.536	5.76483
180	34668	0.237203	-286.657	7.50467	0.329445	-280.498	6.29566	0.329445	-280.498	6.29566
180	34884	0.22605	-263.632	7.60322	0.32002	-281.941	6.81455	0.32002	-281.941	6.81455
180	35100	0.203772	-266.333	7.78155	0.289355	-282.055	7.11483	0.289355	-282.055	7.11483
180	35316	0.18047	-289.843	8.01605	0.241833	-282.502	7.54733	0.241833	-282.502	7.54733
180	35532	0.16233	-289.926	9.01452	0.234905	-282.119	8.13301	0.234905	-282.119	8.13301
180	35748	0.13619	-262.799	8.29454	0.21631	-269.435	6.8481	0.21631	-269.435	6.8481
180	35964	0.13232	-264.043	8.15376	0.20163	-277.085	6.12562	0.20163	-277.085	6.12562
180	36180	0.127697	-270.435	8.57075	0.206873	-277.239	6.37907	0.206873	-277.239	6.37907
180	36396	0.11589	-272.544	8.48788	0.20996	-271.046	6.39997	0.20996	-271.046	6.39997
180	36612	0.10804	-291.613	9.09916	0.209242	-269.235	6.30207	0.209242	-269.235	6.30207
180	36828	0.100005	-291.117	8.40758	0.211585	-268.281	5.92894	0.211585	-268.281	5.92894
180	37044	0.089605	-291.242	6.88773	0.212627	-268.02	6.02296	0.212627	-268.02	6.02296
180	37260	0.0764475	-291.292	6.73817	0.22382	-270.149	6.47508	0.22382	-270.149	6.47508
180	37476	0.057855	-287.744	6.37364	0.24335	-266.718	6.83877	0.24335	-266.718	6.83877
180	37692	0.055425	-289.958	6.00663	0.250827	-267.953	6.76986	0.250827	-267.953	6.76986
180	37908	0.06487	-285.725	6.11676	0.23585	-270.739	6.2996	0.23585	-270.739	6.2996
180	38124	0.0738575	-291.015	6.5045	0.22702	-284.695	6.33887	0.22702	-284.695	6.33887
180	38340	0.054675	-291.296	6.25713	0.23065	-268.861	6.58109	0.23065	-268.861	6.58109
180	38556	0.040495	-291.383	5.80812	0.241815	-282.147	6.59088	0.241815	-282.147	6.59088
180	38772	0.032185	-286.91	5.16472	0.230447	-283.951	6.60572	0.230447	-283.951	6.60572
180	38988	0.026665	-268.174	4.71135	0.236705	-283.353	6.58542	0.236705	-283.353	6.58542
180	39204	0.0232025	-266.202	4.77341	0.251085	-268.805	7.05782	0.251085	-268.805	7.05782
180	39420	0.0220725	-244.297	4.92092	0.25729	-283.892	6.81809	0.25729	-283.892	6.81809
180	39636	0.0221325	-277.318	5.04467	0.251653	-281.474	6.73062	0.251653	-281.474	6.73062
180	39852	0.0207375	-284.192	4.84204	0.235705	-267.504	6.59924	0.235705	-267.504	6.59924
180	40068	0.02633	-295.283	4.84252	0.264162	-283.96	6.85857	0.264162	-283.96	6.85857
180	40284	0.02299	-295.622	5.07216	0.25937	-265.655	7.16383	0.25937	-265.655	7.16383
180	40500	0.02484	-285.653	5.17617	0.2462	-264.216	7.26372	0.2462	-264.216	7.26372
180	40716	0.0228975	-248.011	4.99036	0.261115	-278.833	6.99055	0.261115	-278.833	6.99055
180	40932	0.02624	-256.642	4.76791	0.279615	-270.631	7.15066	0.279615	-270.631	7.15066
180	41148	0.026465	-273.349	4.5975	0.31564	-272.614	7.60684	0.31564	-272.614	7.60684
180	41364	0.02801	-249.764	5.00501	0.321792	-283.507	7.53533	0.321792	-283.507	7.53533
180	41580	0.029245	-250.963	4.92074	0.312545	-269.788	7.54493	0.312545	-269.788	7.54493
180	41796	0.02404	-272.949	4.34048	0.31917	-270.572	7.7299	0.31917	-270.572	7.7299
180	42012	0.02802	-269.759	4.65635	0.324975	-272.14	7.0998	0.324975	-272.14	7.0998
180	42228	0.02513	-268.151	4.84254	0.300785	-270.58	7.33852	0.300785	-270.58	7.33852
180	42444	0.0252925	-281.489	4.70162	0.27491	-267.273	7.48089	0.27491	-267.273	7.48089
180	42660	0.0236575	-288.418	4.72507	0.25183	-267.768	6.48253	0.25183	-267.768	6.48253
180	42876	0.0214	-287.353	4.40742	0.23137	-266.318	5.90398	0.23137	-266.318	5.90398
180	43092	0.0231075	-288.446	4.63676	0.221627	-267.585	5.98288	0.221627	-267.585	5.98288
180	43308	0.027045	-304.784	4.47198	0.22431	-273.553	5.7156	0.22431	-273.553	5.7156
180	43524	0.0309975	-311.861	4.54474	0.247928	-268.539	5.97378	0.247928	-268.539	5.97378
180	43740	0.03644	-291.029	4.85107	0.27298	-267.536	6.41953	0.27298	-267.536	6.41953
180	43956	0.0397075	-272.094	5.22203	0.27203	-267.423	6.49414	0.27203	-267.423	6.49414
180	44172	0.044225	-270.486	5.92103	0.256485	-268.544	6.08579	0.256485	-268.544	6.08579
